OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Heel Longitude,Heel Latitude,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y,lat_rad,lon_rad,lat_delta,is_horizontal,years_since_approved,age_category,prod_change
27709,34013600000000.0,Plugged oil,Plugged and Abandoned,Drilled,BELMONT,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1153.0,,39.88138379,-81.07024429,39.881456,-81.070069,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,MAXVILLE LIMESTONE,,,nowellcard.htm,,0,0,pl_oil,PA,HISTORIC OWNER,,34013600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2369778.26,688447.5436,0.6960627176892477,-1.4149396288689868,39.881456,1,,,0.0
29564,34019200000000.0,Oil and gas,Producing,Producing,CARROLL,BROWN,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,1021.0,20.0,40.71341763,-81.18652749,40.713478,-81.186354,,,0.0,0.0,V,,FOSTER L #1,1-A,50.0,30.0,5325.0,1981-09-22 00:00:00,1981-09-28 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,019\34019214860000.pdf,Paper,0,0,oil_gas,PR,OWS ACQUISITION CO LLC,FOSTER L,34019200000000.0,OG_R,2321 Energy Dr,,Louisville,44641,,,2018-05-17,2024.0,0/2024,,2332738.096,991051.1861,0.710584241038276,-1.4169691849896684,40.713478,1,44.0,40+,0.0
23390,34011600000000.0,Oil,Unknown status,Unknown,AUGLAIZE,ST. MARYS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,895.0,,40.48791681,-84.43012025,40.487964,-84.430072,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34011600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1431609.427,911966.2691,0.7066482792289334,-1.4735827440958738,40.487964,1,,,0.0
221273,34167300000000.0,Expired permit,Permit Expired,,WASHINGTON,MUSKINGUM,SANDHILL ENERGY INC,"*** PO BOX 648 MARIETTA, OH 45750",7403744171,770.0,20.0,39.48209493,-81.45483254,39.482169,-81.454677,,,0.0,0.0,V,,SHENG PAO SHENG     # 1,1,0.0,0.0,0.0,1981-03-04 00:00:00,,,,,,167\34167264330000.pdf,,0,0,ex_permit,EX,SANDHILL ENERGY INC,SHENG SHANG PAO,34167300000000.0,OG_R,*** PO BOX 648,,MARIETTA,45750,,,,,,,2263535.934,541538.3184,0.6890938448788371,-1.4216523047984972,39.482169,1,44.0,40+,0.0
8046,34005200000000.0,Expired permit,Permit Expired,,ASHLAND,PERRY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1120.0,1.0,40.82604359,-82.15405274,40.826101,-82.153929,,,0.0,0.0,V,,BONTRAGER 14,14,,,,1981-04-23 12:39:00,,,,,,005\34005233930000.pdf,,0,0,ex_permit,EX,HISTORIC OWNER,BONTRAGER,34005200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2064301.876,1029627.153,0.7125498832017495,-1.4338565544996527,40.826101,1,44.0,40+,0.0
137055,34111600000000.0,Oil,Unknown status,Unknown,MONROE,CENTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,899.0,,39.78913777,-81.0874161,39.789211,-81.087243,,,0.0,0.0,V,,,1,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34111600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2365484.847,654774.2891,0.6944527387207455,-1.4152393717147245,39.789211,1,,,0.0
141354,34115200000000.0,Plugged gas,Plugged and Abandoned,Drilled,MORGAN,BLOOM,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,959.0,,39.75084129,-81.89313208,39.750911,-81.89299,,,0.0,0.0,V,,VAN HORN C H & LENA 1,1,12500.0,,4410.0,,1945-10-26 00:00:00,,CLINTON SAND,,CLINTON GROUP,115\34115204570000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,VAN HORN C H & LENA,34115200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2139169.322,638291.3322,0.6937842776172317,-1.429302309802791,39.750911,1,,,0.0
219545,34167200000000.0,Expired permit,Permit Expired,,WASHINGTON,WATERTOWN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,750.0,32.0,39.48556454,-81.58775872,39.485638,-81.587608,,,0.0,0.0,V,,LANG GERALD A& MARTHA A 3,3,,,,1979-05-31 14:36:00,,,,,,167\34167247020000.pdf,,0,0,ex_permit,EX,HISTORIC OWNER,LANG GERALD A& MARTHA A,34167200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2226005.587,542395.0522,0.6891543903505888,-1.423972388426466,39.485638,1,46.0,40+,0.0
89739,34081200000000.0,Gas,Producing,Producing,JEFFERSON,WAYNE,ASCENT RESOURCES UTICA LLC,"3501 NW 63rd Street Oklahoma City, OK 73116",+1 (405) 252-7721,1202.0,458.2929993,40.33600483,-80.81845957,40.336073,-80.818267,40.31848305,-80.80324922,40.318551,-80.803056,H,UTICA/POINT PLEASANT,ARCHIE E WYN JF     6H,6H,15252.0,0.0,17985.0,2019-05-22 00:00:00,2019-08-30 00:00:00,,POINT PLEASANT FORMATION,,POINT PLEASANT FORMATION,nowellcard.htm,Paper,1,0,gas,PR,ASCENT RESOURCES UTICA LLC,ARCHIE E WYN JF,34081200000000.0,OG_R,3501 NW 63rd Street,,Oklahoma City,73116,-80.817805,40.338894,2025-04-09,2025.0,Apr-24,,2437349.005,855253.1663,0.7039972811747867,-1.41054485490588,0.017521999999999593,1,6.0,6–10,0.0
112948,34093600000000.0,Oil and gas,Orphan Well - Ready,Drilled,LORAIN,AVON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,601.0,,41.5124027,-81.99488573,41.51256,-81.994804,,,,,V,,PAESANI LISA     1,1,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil_gas,OR,HISTORIC OWNER,PAESANI LISA,34093600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2022-11-21,,,Traditional Program Assessing,2106951.673,1280056.655,0.7245308529316973,-1.4310792993274166,,0,,,0.0
226734,34167600000000.0,Oil,Unknown status,Unknown,WASHINGTON,INDEPENDENCE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,996.0,,39.50593272,-81.20035222,39.506007,-81.200187,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34167600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2335234.705,551152.6951,0.6895098964659274,-1.4172106163850968,39.506007,1,,,0.0
170658,34121600000000.0,Oil,Unknown status,Unknown,NOBLE,JEFFERSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,885.0,,39.69209833,-81.36418498,39.692171,-81.364025,,,,,V,,BROTTON CAROLINE 6,6,,1.0,,1928-09-30 14:11:00,1900-01-02 00:00:00,,BEREA SANDSTONE,,,121\34121624180000.pdf,,0,0,oil,UN,HISTORIC OWNER,BROTTON CAROLINE,34121600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2288158.349,618332.275,0.6927590712146102,-1.4200701289249793,,0,97.0,40+,0.0
56367,34059200000000.0,Gas,Well Drilled,Drilled,GUERNSEY,CENTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,899.0,,40.03164245,-81.50418382,40.031669,-81.504261,,,0.0,0.0,V,,MCCONNELL RALPH W 1,1,43.0,,1270.0,,1940-12-27 00:00:00,,2ND BEREA SAND,,UNKNOWN,059\34059202770000.pdf,,0,0,gas,DR,HISTORIC OWNER,MCCONNELL RALPH W,34059200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2021-11-09,,,LOPTP Committed,2247334.577,741526.9564,0.6986844291185459,-1.422517708854806,40.031669,1,,,0.0
229381,34167600000000.0,Plugged oil,Plugged and Abandoned,Drilled,WASHINGTON,SALEM,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,790.0,,39.56782777,-81.43453962,39.567901,-81.434383,,,0.0,0.0,V,,MAGEE CHARLES 1,1,,1.0,805.0,,1915-01-01 00:00:00,1937-12-07,1ST COW RUN SANDSTONE,,2ND COW RUN SANDSTONE,167\34167649920000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,MAGEE CHARLES,34167600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2268895.027,572829.6052,0.6905901505531569,-1.4212981076800975,39.567901,1,,,0.0
216881,34167200000000.0,Plugged oil,Final Restoration,Drilled,WASHINGTON,FEARING,VIRCO INC,"1300 FORT PIERPONT DR STE 201 MORGANTOWN, WV 26508",3048841613,639.0,105.5999985,39.49211516,-81.42208869,39.492189,-81.421931,,,0.0,0.0,V,DRILLED TO COW RUN,KUNTZ CHARLES     14,14,,2.0,785.0,2011-07-28 00:00:00,1953-09-20 00:00:00,2012-04-11,1ST COW RUN SANDSTONE,,,167\34167218080000.pdf,,0,0,pl_oil,FR,VIRCO INC,KUNTZ CHARLES,34167200000000.0,OG_R,1300 FORT PIERPONT DR STE 201,,MORGANTOWN,26508,,,2014-08-21,,,,2272734.286,545296.3223,0.6892687268698869,-1.4210807792816391,39.492189,1,14.0,11–20,0.0
223530,34200000000000.0,Oil and gas,Producing,Producing,WASHINGTON,INDEPENDENCE,HAMILTON LEONARD O,"112 HOLIDAY DRIVE MARIETTA, OH 45750",7403730586,660.0,80.0,39.51502607,-81.24074406,39.514926,-81.240781,,,0.0,0.0,V,,HELDMAN     3,3,15.0,3.0,790.0,1989-12-07 00:00:00,1990-12-14 00:00:00,,2ND COW RUN SANDSTONE,,2ND COW RUN SANDSTONE,167\34167287000000.pdf,,0,0,oil_gas,PR,HAMILTON LEONARD O,HELDMAN,34200000000000.0,OG_R,112 HOLIDAY DRIVE,,MARIETTA,45750,,,2022-08-17,2024.0,0/2024,,2323736.796,554238.6785,0.6896655623819129,-1.4179191153416513,39.514926,1,36.0,21–40,0.0
234249,34169200000000.0,Expired permit,Permit Expired,,WAYNE,CONGRESS,JAMES R SMAIL INC,"PO BOX 1157 WOOSTER, OH 44691",3304662414,1134.0,20.0,40.91962642,-82.04624212,40.919683,-82.046113,,,0.0,0.0,V,,,2,0.0,0.0,0.0,1981-12-17 00:00:00,,,,,,169\34169231540000.pdf,,0,0,ex_permit,EX,JAMES R SMAIL INC,WEISER,34169200000000.0,OG_R,PO BOX 1157,,WOOSTER,44691,,,,,,,2093976.628,1063864.082,0.7141831972223508,-1.4319748103133225,40.919683,1,44.0,40+,0.0
32348,34029200000000.0,Plugged gas,Plugged and Abandoned,Drilled,COLUMBIANA,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,982.0,,40.70711802,-80.77657373,40.707179,-80.776375,,,0.0,0.0,V,,KLEMANN JJ & HELEN 1,1,1.0,,890.0,,1948-04-15 00:00:00,1948-04-17,BEREA SANDSTONE,,BEREA SANDSTONE,029\34029202680000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,KLEMANN JJ & HELEN,34029200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2446445.705,990667.9992,0.7104743027486927,-1.4098137015756347,40.707179,1,,,0.0
134306,34111200000000.0,Lost hole,Plugged and Abandoned,Drilled,MONROE,WASHINGTON,HG ENERGY LLC,"5260 DUPONT RD PARKERSBURG, WV 26101",3044201119,1097.0,0.0,39.66069705,-81.20042574,39.66077,-81.200259,39.66871594,-81.21519419,39.668789,-81.215028,V,UTICA/POINT PLEASANT,WHITACRE ENTERPRISES INC     701 S-5H,701 S-5H,,,13697.0,2011-09-14 00:00:00,2011-11-11 00:00:00,2011-11-13,,,UTICA SHALE,nowellcard.htm,,1,0,losthole,PA,HG ENERGY LLC,WHITACRE ENTERPRISES INC,34111200000000.0,OG_R,5260 DUPONT RD,,PARKERSBURG,26101,-81.202123,39.66159,2015-01-28,,,,2334403.024,607517.2602,0.6922110203761914,-1.4172118730221583,0.008018999999997334,1,14.0,11–20,0.0
111704,34093200000000.0,Dry hole,Plugged and Abandoned,Drilled,LORAIN,AMHERST,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,680.0,,41.40077056,-82.22216843,41.400814,-82.222046,,,0.0,0.0,V,,CITY LOT 1,1,,,800.0,1963-08-23 16:39:00,1900-01-02 00:00:00,1963-08-19,,,BEREA SANDSTONE,093\34093208330000.pdf,,0,0,dry,PA,HISTORIC OWNER,CITY LOT,34093200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2020-03-16,,,,2044800.473,1239044.752,0.7225805173057636,-1.4350454204262337,41.400814,1,62.0,40+,0.0
227181,34167600000000.0,Oil,Producing,Producing,WASHINGTON,INDEPENDENCE,VALTECH SALES LLC,"1130 Bear Run Road Reno, OH 45773",7402362111,1060.0,,39.45502534,-81.16976769,39.4551,-81.169602,,,0.0,0.0,V,,STEINHOFF     3,3,,,,1998-05-06 19:43:00,1900-01-02 00:00:00,,,,,167\34167626600000.pdf,,0,0,oil,PR,VALTECH SALES LLC,STEINHOFF,34167600000000.0,OG_R,1130 Bear Run Road,,Reno,45773,,,2009-11-17,2024.0,0/2024,,2344136.644,532738.499,0.6886214017036147,-1.4166768074333742,39.4551,1,27.0,21–40,0.0
82633,34075200000000.0,Plugged oil and gas,Final Restoration,Drilled,HOLMES,PRAIRIE,OXFORD OIL,"PO BOX 910 ZANESVILLE, OH 43702",7404524503,940.0,162.2799988,40.6030325,-81.92567097,40.603094,-81.925536,,,,,V,CLINTON,PATTERSON R & J     5,5,200.0,20.0,3473.0,2009-06-30 00:00:00,1977-09-20 00:00:00,2010-02-24,CLINTON SAND,,,075\34075219810000.pdf,Paper,0,0,pl_oil_gas,FR,OXFORD OIL,PATTERSON R & J,34075200000000.0,OG_R,PO BOX 910,,ZANESVILLE,43702,,,2014-09-11,2010.0,0/2012,,2128043.589,948685.844,0.7086576767967545,-1.4298703446611452,,0,16.0,11–20,-14.0
52347,34045600000000.0,Plugged gas,Plugged and Abandoned,Drilled,FAIRFIELD,WALNUT,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,973.0,,39.90852385,-82.46905228,39.908588,-82.46893,,,0.0,0.0,V,,CLUM J N 1,1,1302.0,,2419.0,,1917-09-28 00:00:00,1931-03-31,CLINTON SAND,,CLINTON SAND,045\34045615460000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,CLUM J N,34045600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1977216.067,695155.1046,0.6965362604218988,-1.4393543590967273,39.908588,1,,,0.0
14370,34007200000000.0,Expired permit,Permit Expired,,ASHTABULA,WILLIAMSFIELD,GASEARCH INC,"986 TIBBETTS-WICK RD GIRARD, OH 44420",2165394210,1100.0,,41.56675115,-80.60689577,41.566806,-80.606694,,,0.0,0.0,V,,ATARA # 1,1,0.0,0.0,0.0,1985-10-22 00:00:00,,,,,,nowellcard.htm,,0,0,ex_permit,EX,GASEARCH INC,ATARA # 1,34007200000000.0,OG_R,986 TIBBETTS-WICK RD,,GIRARD,44420,,,,,,,2486920.664,1304883.675,0.7254776242377341,-1.4068522094475582,41.566806,1,40.0,21–40,0.0
19911,34009600000000.0,Plugged gas,Plugged and Abandoned,Drilled,ATHENS,BERN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,839.0,172.0,39.44197089,-81.91435658,39.442043,-81.914218,,,0.0,0.0,V,,SELBY AMANDA 1,1,282.0,,1569.0,,1926-10-12 00:00:00,1951-05-27,BEREA SANDSTONE,,2ND BEREA SAND,009\34009604310000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,SELBY AMANDA,34009600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2133930.681,525752.1055,0.6883935140631818,-1.4296728082964045,39.442043,1,,,0.0
34379,34029600000000.0,Plugged gas,Plugged and Abandoned,Drilled,COLUMBIANA,ELK RUN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1189.0,,40.80823097,-80.67765387,40.808292,-80.67745,,,0.0,0.0,V,,DERHOADES WH 3,3,1.0,,835.0,,1916-02-22 00:00:00,1928-04-04,CUSSEWAGO SANDSTONE,,,029\34029602580000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,DERHOADES WH,34029600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2473129.43,1028046.289,0.7122390575152618,-1.4080871346130992,40.808292,1,,,0.0
75183,34100000000000.0,Plugged oil and gas,Plugged and Abandoned,Drilled,HOCKING,MARION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,839.0,128.0,39.58247492,-82.38373007,39.582542,-82.383606,,,0.0,0.0,V,,INBODEN A J 3,3,40.0,50.0,2770.0,1960-08-08 16:43:00,1960-09-08 00:00:00,1971-05-11,CLINTON SAND,,CLINTON SAND,073\34073207000000.pdf,,0,0,pl_oil_gas,PA,HISTORIC OWNER,INBODEN A J,34100000000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2001305.084,576411.037,0.6908456842089413,-1.4378651743657556,39.582542,1,65.0,40+,0.0
62167,34063200000000.0,Unknown status,Permit Expired,,HANCOCK,CASS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,807.0,,41.09147469,-83.61087945,41.091528,-83.61081,,,0.0,0.0,V,,SHERMAN 1,1,,,,1979-09-30 11:56:00,,,,,,063\34063202010000.pdf,,0,0,unknown,EX,HISTORIC OWNER,SHERMAN,34063200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1662194.554,1128065.634,0.7171824582754405,-1.4592839247594,41.091528,1,46.0,40+,0.0
212114,34157200000000.0,Plugged gas,Final Restoration,Drilled,TUSCARAWAS,SUGAR CREEK,ZINK PETROLEUM CORP,"***1530 CORP WDS PKWY UNIONTOWN, OH 44685",3308961868,1100.0,,40.50659734,-81.57700723,40.506662,-81.576851,,,0.0,0.0,V,,STATE OF OHIO-ODOT # 907,907,0.0,0.0,0.0,1991-01-09 00:00:00,1900-01-02 00:00:00,1991-05-17,BEREA SANDSTONE,,,157\34157248050000.pdf,,0,0,pl_gas,FR,ZINK PETROLEUM CORP,STATE OF OHIO-ODOT,34157200000000.0,OG_R,***1530 CORP WDS PKWY,,UNIONTOWN,44685,,,2000-05-04,,,,2225238.959,914353.408,0.7069746208924713,-1.4237846433588288,40.506662,1,34.0,21–40,0.0
158891,34119300000000.0,Plugged gas,Final Restoration,Drilled,MUSKINGUM,HOPEWELL,ARROWHEAD OIL & GAS CO,"PO BOX 351 GAMBIER, OH 43022",7403974375,1040.0,20.0,39.96755547,-82.15938134,39.967623,-82.159246,,,0.0,0.0,V,,CHESTER C. FINK # 1,1,30.0,0.0,3535.0,1983-06-21 00:00:00,1981-07-11 00:00:00,1983-07-13,CLINTON SAND,,CLINTON SAND,119\34119257130000.pdf,Paper,0,0,pl_gas,FR,ARROWHEAD OIL & GAS CO,FINK CHESTER C,34119300000000.0,OG_R,PO BOX 351,,GAMBIER,43022,,,,,,,2064010.335,716838.8441,0.6975666155458137,-1.433949353655981,39.967623,1,42.0,40+,0.0
236391,34169300000000.0,Dry hole,Final Restoration,Drilled,WAYNE,PLAIN,JAMES R SMAIL INC,"PO BOX 1157 WOOSTER, OH 44691",3304662414,1209.0,40.0,40.78279811,-82.0477203,40.782855,-82.047592,,,,,V,TREMPEALEAU,BOWER     2,2,,,5543.0,1999-11-10 00:00:00,2000-03-24 00:00:00,2000-03-24,,,TREMPEALEAU FORMATION,nowellcard.htm,Paper.tif,0,0,dry,FR,JAMES R SMAIL INC,BOWER,34169300000000.0,OG_R,PO BOX 1157,,WOOSTER,44691,,,2000-05-23,,,,2093817.595,1013997.54,0.711795098113432,-1.4320006237329592,,0,26.0,21–40,0.0
163444,34119600000000.0,Dry hole,Plugged and Abandoned,Drilled,MUSKINGUM,NEWTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,844.0,,39.8263012,-82.10882748,39.826369,-82.108692,,,0.0,0.0,V,,MAXWELL FLOYD 1,1,,,3501.0,,1922-09-13 00:00:00,,,,CLINTON SAND,119\34119614640000.pdf,,0,0,dry,PA,HISTORIC OWNER,MAXWELL FLOYD,34119600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2078403.071,665442.0391,0.6951012681642016,-1.4330670199059279,39.826369,1,,,0.0
132441,34111200000000.0,Oil and gas,Producing,Producing,MONROE,SUMMIT,SMITH DON,"30430 BRACKEN LEWISVILLE, OH 43754",7405679807,1205.0,20.0,39.78030836,-81.26671468,39.78038,-81.26655,,,0.0,0.0,V,,H.L. & H.G. SMITH # 1,1,20.0,1.0,3650.0,1983-07-08 00:00:00,1982-01-31 00:00:00,,OHIO SHALE,HURON SHALE MEMBER,OHIO SHALE,111\34111224370000.pdf,Paper,0,0,oil_gas,PR,SMITH DON,SMITH HARRY I,34111200000000.0,OG_R,30430 BRACKEN,,LEWISVILLE,43754,,,2012-11-05,,0/2008,,2315146.864,650819.5444,0.6942986086945019,-1.4183688692365977,39.78038,1,42.0,40+,0.0
137461,34111600000000.0,Unknown status,Permit Expired,,MONROE,GREEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1000.0,,39.71282074,-81.01066934,39.712895,-81.010494,,,0.0,0.0,V,,,,,,,,,,,,,nowellcard.htm,,0,0,unknown,EX,HISTORIC OWNER,,34111600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2387507.945,627326.2026,0.6931207732487935,-1.413899848967111,39.712895,1,,,0.0
118983,34103200000000.0,Oil and gas,Producing,Producing,MEDINA,SHARON,MFC DRILLING INC,"46281 US HWY 36 COSHOCTON, OH 43812",+1 (740) 622-5600,1189.0,93.43000031,41.12499143,-81.77465444,41.125046,-81.774508,,,0.0,0.0,V,CLINTON,KENNETH R STAUFFER     2,2,1000.0,4.0,3599.0,2017-12-13 00:00:00,1968-05-18 00:00:00,,CLINTON SAND,,CLINTON SAND,103\34103216790000.pdf,,0,0,oil_gas,PR,MFC DRILLING INC,KENNETH R STAUFFER,34103200000000.0,OG_R,46281 US HWY 36,,COSHOCTON,43812,,,2010-02-24,2024.0,0/2024,,2168458.886,1139202.131,0.7177674577341239,-1.4272344087984432,41.125046,1,8.0,6–10,0.0
15847,34009200000000.0,Plugged gas,Plugged and Abandoned,Drilled,ATHENS,LODI,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,776.0,520.0,39.2408603,-82.01245168,39.240935,-82.012315,,,0.0,0.0,V,,STATE OF OHIO 5,5,134.0,,1559.0,,1938-12-01 00:00:00,1963-10-18,BEREA SANDSTONE,2ND BEREA SAND,2ND BEREA SAND,009\34009200760000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,STATE OF OHIO,34009200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2106623.004,452340.6172,0.6848835173110811,-1.4313849239327334,39.240935,1,,,0.0
165551,34121200000000.0,Plugged gas with oil show,Final Restoration,Drilled,NOBLE,BUFFALO,BELDEN & BLAKE CORPORATION,"5200 STONEHAM RD/PO BOX 2500 NORTH CANTON, OH 44720",3304991660,1000.0,110.0,39.83970506,-81.53315356,39.839778,-81.532999,,,0.0,0.0,V,CLINTON,ARCHER #2     8499-001-00,2,325.0,1.0,5701.0,1997-11-19 00:00:00,1977-08-20 00:00:00,1998-06-04,MEDINA SAND,MEDINA SAND,QUEENSTON FORMATION,121\34121220050000.pdf,Paper,0,0,pl_gas_oilshow,FR,BELDEN & BLAKE CORPORATION,ARCHER ETAL,34121200000000.0,OG_R,5200 STONEHAM RD/PO BOX 2500,,NORTH CANTON,44720,,,2002-05-23,1994.0,0/1994,,2240036.01,671542.2677,0.6953352993636015,-1.4230192815752443,39.839778,1,28.0,21–40,0.0
196094,34151200000000.0,Oil and gas,Producing,Producing,STARK,TUSCARAWAS,LEEMAN DAMON,"11877 POORMAN ST NAVARRE, OH 44622",3308323677,1071.0,84.19999695,40.73593408,-81.57892636,40.735992,-81.578772,,,0.0,0.0,V,CLINTON,INDORF D & M COMM.     1,1,35.0,4.0,4356.0,2004-09-13 00:00:00,1980-01-17 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,151\34151230820000.pdf,Paper,0,0,oil_gas,PR,LEEMAN DAMON,INDORF D & M COMM,34151200000000.0,OG_R,11877 POORMAN ST,,NAVARRE,44622,,,,2004.0,0/2005,,2223852.201,997908.5565,0.71097718446607,-1.4238181711337596,40.735992,1,21.0,21–40,10.0
35759,34029600000000.0,Dry hole,Plugged and Abandoned,Drilled,COLUMBIANA,KNOX,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1211.0,,40.8277285,-80.98009587,40.827787,-80.979908,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,dry,PA,HISTORIC OWNER,,34029600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2389273.667,1033599.776,0.7125793094529381,-1.413366022562096,40.827787,1,,,0.0
