OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Toe Longitude,Toe Latitude,Heel Longitude,Heel Latitude,OWPS Description,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y
115447,3.40992E+13,Gas,Producing,Producing,MAHONING,BOARDMAN,J WELL SERVICE INC,"P.O. Box 328  WARREN, OH 44482",+1 (234) 806-4185,1030,40,41.00661567,-80.65527522,41.006675,-80.655072,NA,NA,0,0,V,NA,SOUTHERN PROPERTIES CO. # 1,1,208,0,5820,2/8/1988 0:00,2/18/1988 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,099\34099222200000.pdf,Paper,0,0,gas,PR,J WELL SERVICE INC,SOUTHERN PROPERTIES CO,3.40992E+13,OG_R,P.O. Box 328,NA,WARREN,44482,NA,NA,NA,NA,NA,3/28/2007 0:00,2024,0/2024,NA,2477847.503,1100457.62
214303,3.41632E+13,Expired permit,Permit Expired,NA,VINTON,WILKESVILLE,PRIMOS PRODUCTION,"PO BOX 2864 MONROE, LA 71201",3183883890,820,119,39.09706614,-82.34144354,39.097141,-82.341318,NA,NA,0,0,V,NA,PUCKETT PRIMOS PROD.,2,0,0,0,5/26/1981 0:00,NA,NA,NA,NA,NA,163\34163205890000.pdf,NA,0,0,ex_permit,EX,PRIMOS PRODUCTION,PUCKETT PRIMOS PROD,3.41632E+13,OG_R,PO BOX 2864,NA,MONROE,71201,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013534.424,399635.5241
201313,3.41532E+13,Expired permit,Permit Expired,NA,SUMMIT,TWINSBURG,SUMMIT PETROLEUM INC,"9345 Ravenna Rd Unit A Twinsburg, OH 44087",+1 (330) 487-5494,1015,20,41.31899391,-81.40893048,41.319049,-81.408764,NA,NA,0,0,V,CLINTON,G.T.     10,10,0,0,0,6/15/1998 0:00,NA,NA,NA,NA,NA,153\34153216840000.pdf,NA,0,0,ex_permit,EX,SUMMIT PETROLEUM INC,GT,3.41532E+13,OG_R,9345 Ravenna Rd Unit A,NA,Twinsburg,44087,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268405.933,1210930.692
124273,3.41036E+13,NA,Well Drilled,Drilled,MEDINA,CHATHAM,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,NA,NA,41.13114145,-82.05724361,41.131196,-82.057113,NA,NA,NA,NA,V,NA,PAUL J MUNZ 1,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,NA,DR,HISTORIC OWNER,PAUL J MUNZ,3.41036E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,Referred,2090557.6,1140939.877
133821,3.41112E+13,Oil and gas,Producing,Producing,MONROE,BENTON,STEVENS OIL & GAS LLC,"110 Lynch Church Road Marietta, OH 45750",+1 (740) 374-4542,880,20,39.57906367,-81.05062799,39.579138,-81.050458,NA,NA,NA,NA,V,BEREA/GORDON/OHIO SHALE,DRAKE/USA     1,1,40,3,2750,1/15/2003 0:00,3/20/2003 0:00,NA,WEIR SAND,BEREA SANDSTONE,OHIO SHALE,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,STEVENS OIL & GAS LLC,DRAKE/USA,3.41112E+13,OG_R,110 Lynch Church Road,NA,Marietta,45750,NA,NA,NA,NA,NA,7/10/2003 0:00,2024,0/2024,NA,2377048.852,578429.2908
148411,3.41156E+13,Plugged gas,Plugged and Abandoned,Drilled,MORGAN,YORK,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1007,NA,39.75367119,-82.00167669,39.753739,-82.001538,NA,NA,0,0,V,NA,FLOYD ELISABETH J 1,1,550,NA,1268,NA,1/2/1900 0:00,7/1/1940 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,115\34115628980000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,FLOYD ELISABETH J,3.41156E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2108644.197,639134.6094
191982,3.41476E+13,Oil,Unknown status,Unknown,SENECA,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,715,NA,41.25004935,-83.40743215,41.250102,-83.407358,NA,NA,0,0,V,NA,STAHL     1,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,STAHL,3.41476E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,5/5/2004 0:00,NA,NA,NA,1718875.087,1185238.372
161796,3.41193E+13,Expired permit,Permit Expired,NA,MUSKINGUM,ADAMS,EXCO - NORTH COAST ENERGY INC,"13448 STATE ROUTE 422 STE 1 KITTANNING, PA 16201",7247202500,998,40,40.09552934,-81.82706555,40.095601,-81.826918,NA,NA,NA,NA,V,CLINTON,VERNON R     1,1,NA,NA,NA,6/15/2007 0:00,NA,NA,NA,NA,NA,nowellcard.htm,NA,0,0,ex_permit,EX,EXCO - NORTH COAST ENERGY INC,VERNON R,3.41193E+13,OG_R,13448 STATE ROUTE 422 STE 1,NA,KITTANNING,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156810.128,763981.3269
135123,3.41116E+13,Plugged oil,Plugged and Abandoned,Drilled,MONROE,ADAMS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1149,NA,39.78174425,-81.00653407,39.781818,-81.006357,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,pl_oil,PA,HISTORIC OWNER,NA,3.41116E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388256.346,652447.4824
91955,3.40816E+13,Plugged gas,Plugged and Abandoned,Drilled,JEFFERSON,WELLS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1084,NA,40.2683199,-80.68188874,40.26839,-80.681689,NA,NA,0,0,V,NA,BOZMAN H O     1,1,1,NA,1782,NA,1/23/1905 0:00,5/10/1910 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,081\34081620250000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,BOSMAN HEIRS,3.40816E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475917.04,831337.2493
61409,3.40596E+13,Dry hole,Plugged and Abandoned,Drilled,GUERNSEY,RICHLAND,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,823,NA,39.93240231,-81.42955116,39.932474,-81.429392,NA,NA,0,0,V,NA,WINNETT HOMER 1,1,NA,NA,1295,NA,4/20/1935 0:00,4/30/1935 0:00,NA,NA,BEREA SANDSTONE,059\34059605930000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,WINNETT HOMER,3.40596E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268727.449,705634.4757
236339,3.41693E+13,Oil and gas,Producing,Producing,WAYNE,MILTON,MS PRODUCING LLC,"1153 EAST PLESANT HOME ROAD CRESTON, OH 44217",3306211255,1105,20,40.97982499,-81.83325158,40.979719,-81.833178,NA,NA,NA,NA,V,CLINTON,BAUMAN ROY     2,2,70,3,3545,10/5/1998 0:00,10/31/1998 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,nowellcard.htm,Paper,0,0,oil_gas,PR,MS PRODUCING LLC,BAUMAN ROY,3.41693E+13,OG_R,1153 EAST PLESANT HOME ROAD,NA,CRESTON,44217,NA,NA,NA,NA,NA,7/7/2025 0:00,2024,0/2024,NA,2152679.826,1086109.464
171806,3.41232E+13,Dry hole,Final Restoration,Drilled,OTTAWA,CARROLL,HORTIN & HUFFMAN PET GEOL,"*** 500 W WILSON BRIDGE RD SUITE 80 SUITE 80 WORTHINGTON, OH 43085",6148882009,587,10,41.53529826,-83.12484985,41.535348,-83.12477,NA,NA,0,0,V,NA,EILEEN M. MILLINGER # 2,2,0,0,1405,10/31/1985 0:00,2/18/1986 0:00,2/18/1986 0:00,TRENTON LIMESTONE,NA,TRENTON LIMESTONE,123\34123200900000.pdf,NA,0,0,dry,FR,HORTIN & HUFFMAN PET GEOL,MILLINGER EILEEN M,3.41232E+13,OG_R,*** 500 W WILSON BRIDGE RD SUITE 80,SUITE 80,WORTHINGTON,43085,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797336.393,1288570.343
140021,3.41117E+13,Plugged oil,Plugged and Abandoned,Drilled,MONROE,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,978,NA,39.71617095,-81.15283744,39.716244,-81.152668,NA,NA,0,0,V,NA,SMITH LE 1,1,NA,NA,1425,NA,1/1/1911 0:00,4/29/1949 0:00,NA,NA,KEENER SAND,111\34111650570000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,SMITH LE,3.41117E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347498.377,627917.6981
102302,3.40892E+13,Dry hole,Plugged and Abandoned,Drilled,LICKING,FALLSBURY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1110,29,40.23834568,-82.20845952,40.238414,-82.208328,NA,NA,0,0,V,NA,GARRETT C C 1,1,NA,NA,3177,NA,9/9/1953 0:00,9/10/1953 0:00,NA,NA,CLINTON SAND,089\34089210250000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,GARRETT C C,3.40892E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049934.491,815438.8424
147800,3.41156E+13,Dry hole,Plugged and Abandoned,Drilled,MORGAN,UNION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1034,NA,39.61135813,-81.94827502,39.611428,-81.948136,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry,PA,HISTORIC OWNER,NA,3.41156E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123974.964,587386.4291
239373,3.41736E+13,Oil,"Field Inspected, Well Not Found",Drilled,WOOD,TROY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,643,NA,41.43006332,-83.41612029,41.430115,-83.416048,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,NF,HISTORIC OWNER,NA,3.41736E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,10/11/2011 0:00,NA,NA,NA,1717150.191,1250884.909
230313,3.41677E+13,Plugged oil,Plugged and Abandoned,Drilled,WASHINGTON,AURELIUS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,709,NA,39.62300966,-81.46279553,39.623083,-81.46264,NA,NA,0,0,V,NA,SHAW REALTY CORP 2,2,NA,1,820,NA,1/2/1900 0:00,1/1/1905 0:00,PENNSYLVANIAN,NA,NA,167\34167659650000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,SHAW REALTY CORP,3.41677E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260698.896,592835.0022
142354,3.41152E+13,Oil and gas,Producing,Producing,MORGAN,CENTER,POORBOY EXPLORATION LLC,"40135 MARIETTA ROAD CALDWELL, OH 43724",7405090217,880,80,39.63087716,-81.62782815,39.63095,-81.627678,NA,NA,0,0,V,NA,HASTINGS 2,2,300,5,1784,5/26/1976 16:18,5/10/1979 0:00,NA,BEREA SANDSTONE,NA,BEREA SANDSTONE,115\34115215040000.pdf,Paper,0,0,oil_gas,PR,POORBOY EXPLORATION LLC,HASTING S& J,3.41152E+13,OG_R,40135 MARIETTA ROAD,NA,CALDWELL,43724,NA,NA,NA,NA,NA,10/20/2014 0:00,2017,0/2024,NA,2214185.636,595208.7921
191760,3.41476E+13,Dry hole,Final Restoration,Drilled,SENECA,CLINTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,749,NA,41.10447032,-83.15431635,41.104525,-83.154235,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry,FR,HISTORIC OWNER,NA,3.41476E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,5/7/2003 0:00,NA,NA,NA,1788126.292,1131572.372
16311,3.40092E+13,Dry hole with gas show,Plugged and Abandoned,Drilled,ATHENS,CARTHAGE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,663,NA,39.2506023,-81.86481315,39.250678,-81.864671,NA,NA,0,0,V,NA,BRADFORD CECELIA M 1,1,NA,NA,1698,NA,6/15/1942 0:00,7/24/1942 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,009\34009205720000.pdf,NA,0,0,dry_gasshow,PA,HISTORIC OWNER,BRADFORD CECELIA M,3.40092E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148413.421,456149.1171
112112,3.40932E+13,Oil and gas,Producing,Producing,LORAIN,COLUMBIA,VAR SERVICES LLC,"889 MICHAELIS ROAD MARIETTA, OH 45750",5752000866,761,20,41.32374197,-81.91183935,41.323793,-81.911699,NA,NA,0,0,V,NA,SEVERS # 1,1,150,5,2752,12/30/1983 0:00,2/2/1984 0:00,NA,CLINTON SAND,NA,CLINTON SAND,093\34093212480000.pdf,Paper,0,0,oil_gas,PR,VAR SERVICES LLC,SEVERS,3.40932E+13,OG_R,889 MICHAELIS ROAD,NA,MARIETTA,45750,NA,NA,NA,NA,NA,7/15/2014 0:00,2021,0/2021,NA,2130175.12,1211374.633
128126,3.41056E+13,Gas,Well Drilled,Drilled,MEIGS,BEDFORD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,746,108,39.14232921,-82.0323222,39.142406,-82.032186,NA,NA,0,0,V,NA,WHALEY EDITH 2,2,88,NA,1601,NA,10/17/1955 0:00,NA,BEREA SANDSTONE,NA,NA,105\34105600480000.pdf,NA,0,0,gas,DR,HISTORIC OWNER,WHALEY EDITH,3.41056E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,11/10/2010 0:00,NA,NA,NA,2101181.071,416425.6765
67979,3.40637E+13,Oil and gas,Unknown status,Unknown,HANCOCK,ORANGE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,870,NA,40.87276786,-83.83875518,40.87282,-83.838693,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil_gas,UN,HISTORIC OWNER,NA,3.40637E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598178.403,1049214.77
74830,3.40732E+13,Plugged gas,Plugged and Abandoned,Drilled,HOCKING,LAUREL,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1074,133,39.483677,-82.59814659,39.483742,-82.598031,NA,NA,0,0,V,NA,KEISTER OTTO     3,2,NA,NA,2444,7/18/1952 0:00,9/15/1952 0:00,9/24/1952 0:00,CLINTON SAND,NA,CLINTON SAND,073\34073203420000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,KEISTER OTTO,3.40732E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940831.368,540418.5289
148241,3.41156E+13,Plugged oil,Plugged and Abandoned,Drilled,MORGAN,UNION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,940,NA,39.61602762,-81.95104596,39.616098,-81.950907,NA,NA,0,0,V,NA,NA,9,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,pl_oil,PA,HISTORIC OWNER,NA,3.41156E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123183.965,589082.6458
16387,3.40092E+13,Plugged gas,Plugged and Abandoned,Drilled,ATHENS,YORK,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,777,NA,39.4548942,-82.24658518,39.454964,-82.246457,NA,NA,0,0,V,NA,SUNDAY CREEK COAL CO 229,229,637,NA,941,NA,7/7/1943 0:00,4/28/1948 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,009\34009206550000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,SUNDAY CREEK COAL CO,3.40092E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040090.266,530022.2125
157105,3.41192E+13,Plugged oil,Producing,Producing,MUSKINGUM,LICKING,PORTER PETROLEUM OF SEO LLC,"585 SOUTH HOPEWELL ROAD HOPEWELL, OH 43746",7407872119,840,20,40.03462179,-82.15992715,40.034689,-82.159791,NA,NA,0,0,V,NA,J TAYLOR,3,0,0,3261,6/23/1980 0:00,6/2/1977 0:00,NA,CLINTON SAND,NA,CLINTON SAND,119\34119239230000.pdf,NA,0,0,pl_oil,PR,PORTER PETROLEUM OF SEO LLC,TAYLOR JAMES W,3.41192E+13,OG_R,585 SOUTH HOPEWELL ROAD,NA,HOPEWELL,43746,NA,NA,NA,NA,NA,8/14/2017 0:00,2006,0/2024,NA,2063765.53,741269.1623
174010,3.41272E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,PERRY,MADISON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,837,NA,39.86868509,-82.19008659,39.868753,-82.189954,NA,NA,0,0,V,NA,SHAW JT 1,1,200,184,3247,11/2/1956 16:42,1/18/1957 0:00,7/2/1962 0:00,CLINTON SAND,NA,MEDINA SAND,127\34127218100000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,SHAW JT,3.41272E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055526.853,680792.323
5839,3.40052E+13,Dry hole,Plugged and Abandoned,Drilled,ASHLAND,MOHICAN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1012,80,40.79434337,-82.17595312,40.794401,-82.175831,NA,NA,0,0,V,NA,SIGLER NANCY 3,3,NA,NA,571,NA,12/27/1954 0:00,NA,NA,NA,NA,005\34005211240000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,SIGLER NANCY,3.40052E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058280.305,1018052.385
36561,3.40296E+13,Dry hole with gas show,Plugged and Abandoned,Drilled,COLUMBIANA,WEST,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1300,NA,40.7857975,-80.99264728,40.785856,-80.99246,NA,NA,0,0,V,NA,BARNES Z 1,1,20,NA,802,NA,12/8/1919 0:00,NA,NA,NA,BEREA SANDSTONE,029\34029624550000.pdf,NA,0,0,dry_gasshow,PA,HISTORIC OWNER,BARNES Z,3.40296E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2386054.6,1018262.893
203162,3.41536E+13,Dry hole,Plugged and Abandoned,Drilled,SUMMIT,SPRINGFIELD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1046,NA,41.03342692,-81.46497089,41.033483,-81.464807,NA,NA,0,0,V,NA,NA,14D,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry,PA,HISTORIC OWNER,NA,3.41536E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2254197.572,1106662.602
9336,3.40056E+13,Dry hole,Plugged and Abandoned,Drilled,ASHLAND,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1132,60,40.95723598,-82.1514583,40.957292,-82.151335,NA,NA,0,0,V,NA,PAREMENTER MAE 1,1,NA,NA,2988,NA,8/29/1931 0:00,NA,NA,NA,NA,005\34005604860000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,PAREMENTER MAE,3.40056E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064835.347,1077441.564
63618,3.40636E+13,Oil,Unknown status,Unknown,HANCOCK,BIG LICK,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,832,NA,41.07779798,-83.53522804,41.077852,-83.535157,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.40636E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682997.749,1122833.272
190978,3.41452E+13,Gas,Well Drilled,Drilled,SCIOTO,MADISON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,723,NA,38.86608647,-82.88482627,38.866161,-82.88472,NA,NA,0,0,V,NA,SMITH TILTON B 1,1,10,NA,381,3/13/1959 15:50,2/20/1959 0:00,NA,WEIR SAND,NA,NA,145\34145201770000.pdf,NA,0,0,gas,DR,HISTORIC OWNER,SMITH TILTON B,3.41452E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,Traditional Program Assessing,1858957.174,315704.5509
116785,3.40996E+13,Gas,Unknown status,Unknown,MAHONING,GOSHEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1186,NA,40.90220353,-80.95686851,40.902262,-80.95668,NA,NA,0,0,V,NA,NA,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,gas,UN,HISTORIC OWNER,NA,3.40996E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395238.876,1060846.515
136226,3.41116E+13,Unknown status,Unknown status,Unknown,MONROE,CENTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1118,NA,39.707952,-81.09468059,39.708025,-81.094509,NA,NA,0,0,V,NA,KING R A 2,2,NA,1,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,111\34111611840000.pdf,NA,0,0,unknown,UN,HISTORIC OWNER,KING R A,3.41116E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363903.542,625173.6583
142727,3.41152E+13,Plugged oil and gas,Final Restoration,Drilled,MORGAN,PENN,STONEBRIDGE OPERATING CO LLC,"P.O. BOX 60 MARIETTA, OH 45750",7403736134,940,40,39.57155668,-81.84344205,39.571628,-81.8433,NA,NA,0,0,V,CLINTON,WRIGHT     1,1,75,30,5155,9/1/1998 0:00,12/16/1979 0:00,9/17/1998 0:00,MEDINA SAND,NA,MEDINA SAND,115\34115218770000.pdf,Paper,0,0,pl_oil_gas,FR,STONEBRIDGE OPERATING CO LLC,WRIGHT,3.41152E+13,OG_R,P.O. BOX 60,NA,MARIETTA,45750,NA,NA,NA,NA,NA,1/25/2000 0:00,1997,0/2000,NA,2153615.04,573087.7346
14537,3.40072E+13,Gas,Producing,Producing,ASHTABULA,ASHTABULA,JAMES CARKHUFF DBA JACK'S MARINE ENTERPRISES,"3556 STATE ROUTE 307 AUSTINBURG, OH 44010",4403440741,579,1,41.88861512,-80.79890167,41.888668,-80.798711,NA,NA,0,0,V,NA,J. & P. PHELPS     1,1,0,0,1000,12/2/1986 0:00,12/30/1986 0:00,NA,OHIO SHALE,NA,OHIO SHALE,007\34007237060000.pdf,NA,0,0,gas,PR,JAMES CARKHUFF DBA JACK'S MARINE ENTERPRISES,PHELPS J & P,3.40072E+13,OG_R,3556 STATE ROUTE 307,NA,AUSTINBURG,44010,NA,NA,NA,NA,NA,NA,2024,0/2024,NA,2432138.241,1421192.969
88344,3.40792E+13,Expired permit,Permit Expired,NA,JACKSON,MILTON,J D DRILLING COMPANY,"PO BOX 369 RACINE, OH 45771",7409492512,780,40,39.05988621,-82.51866456,39.059959,-82.518547,NA,NA,0,0,V,NA,HUNTINGTON NATIONAL BANK # 6,6,0,0,0,11/30/1982 0:00,NA,NA,NA,NA,NA,079\34079201990000.pdf,NA,0,0,ex_permit,EX,J D DRILLING COMPANY,HUNTINGTON NATIONAL BANK,3.40792E+13,OG_R,PO BOX 369,NA,RACINE,45771,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963233.522,386054.4377
139319,3.41116E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,MONROE,WASHINGTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1033,NA,39.6532962,-81.1650265,39.65337,-81.164859,NA,NA,0,0,V,NA,MORRIS L T 5,5,NA,NA,2060,NA,12/6/1908 0:00,4/7/1941 0:00,NA,NA,BEREA SANDSTONE,111\34111643480000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,MORRIS L T,3.41116E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344407.967,604967.5399
